age,XOM-GOM-31_CDF,XOM-GOM-40_CDF,XOM-GOM-43_CDF,XOM-GOM-44_CDF,XOM-GOM-31_KDE,XOM-GOM-40_KDE,XOM-GOM-43_KDE,XOM-GOM-44_KDE
94.0,0.0315789473684,0.0,0.0581395348837,0.0229885057471,0.000356582042453,2.56250663494e-18,0.000930200825926,0.000569351560858
95.0,0.0315789473684,0.0,0.0581395348837,0.0229885057471,0.000350928342112,3.52316780192e-18,0.000914272638817,0.000564130501182
96.0,0.0315789473684,0.0,0.0697674418605,0.0229885057471,0.000345573840301,4.8362282201e-18,0.000897931446496,0.000558499633321
97.0,0.0315789473684,0.0,0.0697674418605,0.0229885057471,0.00034054092852,6.6280438703e-18,0.000881230069453,0.000552477228185
98.0,0.0315789473684,0.0,0.0697674418605,0.0229885057471,0.000335850221053,9.06920232199e-18,0.000864220878262,0.000546082950757
99.0,0.0315789473684,0.0,0.0697674418605,0.0229885057471,0.00033152059164,1.2389618551e-17,0.000846955606968,0.000539337852795
100.0,0.0315789473684,0.0,0.0697674418605,0.0459770114943,0.000327569227247,1.68986460485e-17,0.000829485178684,0.000532264357238
101.0,0.0315789473684,0.0,0.0697674418605,0.0459770114943,0.000324011697255,2.3011822329e-17,0.000811859543461,0.000524886233432
102.0,0.0315789473684,0.0,0.0697674418605,0.0459770114943,0.000320862036231,3.12863748071e-17,0.000794127528301,0.000517228562437
103.0,0.0315789473684,0.0,0.0697674418605,0.0459770114943,0.000318132838233,4.24682733618e-17,0.000776336699096,0.000509317691764
104.0,0.0315789473684,0.0,0.0697674418605,0.0459770114943,0.000315835360487,5.75544745584e-17,0.000758533234171,0.000501181179051
105.0,0.0315789473684,0.0,0.0697674418605,0.0459770114943,0.00031397963416,7.78751168717e-17,0.000740761809031,0.000492847724336
106.0,0.0315789473684,0.0,0.0697674418605,0.0459770114943,0.000312574579861,1.05201869682e-16,0.000723065491863,0.000484347090755
107.0,0.0315789473684,0.0,0.0697674418605,0.0459770114943,0.000311628125485,1.41890504873e-16,0.000705485649293,0.000475710013666
108.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000311147323978,1.91068167568e-16,0.000688061861913,0.000466968098359
109.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000311138468636,2.56878923105e-16,0.00067083184904,0.00045815370673
110.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000311607203614,3.4480514228e-16,0.000653831402252,0.000449299833427
111.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000312558627417,4.62087398489e-16,0.000637094327212,0.000440439972186
112.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000313997387238,6.18272094134e-16,0.000620652393377,0.000431607973219
113.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000315927762207,8.25924394505e-16,0.00060453529122,0.000422837892664
114.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000318353733765,1.10155470839e-15,0.000588770596646,0.000414163835271
115.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000321279041596,1.466820522e-15,0.000573383742351,0.00040561979158
116.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000324707223785,1.95008262416e-15,0.000558397995936,0.000397239471003
117.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000328641640124,2.58841660145e-15,0.000543834444631,0.00038905613225
118.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.000333085477744,3.43020811029e-15,0.000529711986554,0.000381102412655
119.0,0.0315789473684,0.0,0.0813953488372,0.0459770114943,0.00033804173856,4.53849531096e-15,0.000516047328484,0.000373410157965
120.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.00034351320827,5.99526578978e-15,0.000502854990137,0.000366010254189
121.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000349502406995,7.90697054311e-15,0.000490147315008,0.000358932463108
122.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000356011521902,1.04115869168e-14,0.00047793448783,0.000352205263
123.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000363042322476,1.36876491936e-14,0.000466224558732,0.000345855696119
124.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000370596059393,1.79657739824e-14,0.000455023474149,0.000339909224375
125.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000378673348215,2.3543342812e-14,0.000444335114558,0.000334389594597
126.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000387274039412,3.08031726343e-14,0.000434161339061,0.000329318714638
127.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000396397076439,4.02372139357e-14,0.000424502036801,0.000324716541486
128.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.00040604034386,5.24765751354e-14,0.00041535518516,0.000320600982404
129.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000416200507656,6.8329492191e-14,0.000406716914623,0.00031698780997
130.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000426872850091,8.88292574903e-14,0.000398581580133,0.000313890591755
131.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000438051101607,1.15294608655e-13,0.000390941838682,0.000311320635211
132.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000449727272344,1.49405675683e-13,0.000383788732818,0.000309286948169
133.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.00046189148597,1.93299317755e-13,0.000377111779686,0.000307796215212
134.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.00047453181853,2.49688577581e-13,0.000370899065102,0.000306852789983
135.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000487634145046,3.22012075564e-13,0.00036513734215,0.000306458703374
136.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000501181996547,4.14620498959e-13,0.000359812133667,0.000306613687337
137.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000515156430178,5.33008961018e-13,0.000354907837954,0.000307315213956
138.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000529535914894,6.84105969207e-13,0.000350407836995,0.000308558549235
139.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000544296235139,8.76632117725e-13,0.00034629460641,0.000310336820955
140.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000559410414728,1.12154448771e-12,0.000342549826349,0.000312641099818
141.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000574848662959,1.4325861926e-12,0.000339154492515,0.000315460492974
142.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000590578344737,1.82696465644e-12,0.000336089026499,0.000318782248968
143.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000606563976266,2.32618718751e-12,0.000333333384607,0.000322591873004
144.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000622767247554,2.9570883596e-12,0.000330867164404,0.000326873251408
145.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000639147072717,3.7530908113e-12,0.000328669708219,0.000331608784073
146.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000655659668726,4.75574952208e-12,0.000326720202899,0.000336779523637
147.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000672258662938,6.01663965541e-12,0.000324997775192,0.00034236532013
148.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000688895229412,7.5996599405e-12,0.000323481582164,0.000348344969781
149.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000705518253675,9.58383760213e-12,0.000322150896185,0.000354696366684
150.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000722074525277,1.20667373933e-11,0.000320985184071,0.00036139665603
151.0,0.0421052631579,0.0,0.0813953488372,0.0459770114943,0.000738508957135,1.51685967342e-11,0.000319964180086,0.000368422387614
152.0,0.0421052631579,0.0,0.093023255814,0.0459770114943,0.000754764830349,1.90373317681e-11,0.000319067952591,0.000375749668375
153.0,0.0421052631579,0.0,0.093023255814,0.0459770114943,0.00077078406286,2.38545858157e-11,0.000318276964249,0.000383354312723
154.0,0.0421052631579,0.0,0.093023255814,0.0459770114943,0.000786507500028,2.98430228206e-11,0.000317572125774,0.000391211989506
155.0,0.0421052631579,0.0,0.093023255814,0.0459770114943,0.000801875224941,3.72751045728e-11,0.000316934843314,0.000399298364459
156.0,0.0421052631579,0.0,0.093023255814,0.0459770114943,0.000816826885987,4.64836324827e-11,0.000316347059671,0.000407589237085
157.0,0.0421052631579,0.0,0.093023255814,0.0459770114943,0.000831302039042,5.787438326e-11,0.000315791289613,0.000416060670954
158.0,0.0421052631579,0.0,0.093023255814,0.0459770114943,0.00084524050138,7.19412238962e-11,0.00031525064965,0.000424689116483
159.0,0.0421052631579,0.0,0.093023255814,0.0459770114943,0.000858582714281,8.92841558262e-11,0.000314708882678,0.000433451525322
160.0,0.0421052631579,0.0,0.093023255814,0.0574712643678,0.000871270111158,1.106308121e-10,0.000314150377985,0.000442325455581
161.0,0.0421052631579,0.0,0.093023255814,0.0574712643678,0.000883245487932,1.36862015977e-10,0.000313560187123,0.000451289167158
162.0,0.0631578947368,0.0,0.093023255814,0.0574712643678,0.000894453372334,1.69042105786e-10,0.000312924036218,0.000460321706576
163.0,0.0631578947368,0.0,0.093023255814,0.0574712643678,0.000904840388744,2.08454840506e-10,0.000312228335285,0.000469402980765
164.0,0.0631578947368,0.0,0.093023255814,0.0574712643678,0.00091435561525,2.56645824697e-10,0.000311460185109,0.000478513819359
165.0,0.0631578947368,0.0,0.093023255814,0.0574712643678,0.000922950929582,3.15472531667e-10,0.00031060738228,0.000487636025139
166.0,0.0631578947368,0.0,0.093023255814,0.0574712643678,0.00093058134073,3.87163161552e-10,0.000309658422907,0.000496752412363
167.0,0.0631578947368,0.0,0.093023255814,0.0574712643678,0.000937205303114,4.74385748051e-10,0.000308602505528,0.000505846832815
168.0,0.0631578947368,0.0,0.093023255814,0.0574712643678,0.000942785010358,5.80329125355e-10,0.000307429533665,0.000514904189498
169.0,0.0631578947368,0.0,0.093023255814,0.0574712643678,0.00094728666589,7.08797587066e-10,0.00030613011843,0.000523910438008
170.0,0.0631578947368,0.0,0.093023255814,0.0574712643678,0.000950680727813,8.64321313209e-10,0.00030469558153,0.000532852575698
171.0,0.0736842105263,0.0,0.093023255814,0.0574712643678,0.000952942125709,1.05228491132e-09,0.0003031179589,0.000541718618891
172.0,0.0736842105263,0.0,0.093023255814,0.0574712643678,0.000954050447342,1.27907671446e-09,0.00030139000519,0.000550497568451
173.0,0.0736842105263,0.0,0.093023255814,0.0574712643678,0.000953990093462,1.55226180412e-09,0.000299505199179,0.000559179364155
174.0,0.0736842105263,0.0,0.093023255814,0.0574712643678,0.000952750399277,1.88078208066e-09,0.000297457750141,0.000567754828423
175.0,0.0736842105263,0.0,0.093023255814,0.0574712643678,0.000950325721417,2.27518708825e-09,0.000295242605121,0.000576215600031
176.0,0.0736842105263,0.0,0.093023255814,0.0574712643678,0.000946715489598,2.74789971683e-09,0.000292855456956,0.000584554058559
177.0,0.0736842105263,0.0,0.093023255814,0.0574712643678,0.000941924222514,3.31352134872e-09,0.000290292752845,0.000592763240435
178.0,0.0736842105263,0.0,0.093023255814,0.0574712643678,0.000935961507808,3.98918149361e-09,0.00028755170318,0.000600836747503
179.0,0.0736842105263,0.0,0.093023255814,0.0574712643678,0.000928841946361,4.79493745927e-09,0.000284630290306,0.000608768649173
180.0,0.0736842105263,0.0,0.093023255814,0.0574712643678,0.000920585061428,5.7542301367e-09,0.000281527276805,0.000616553379262
181.0,0.0736842105263,0.0,0.093023255814,0.0689655172414,0.000911215173525,6.89440253258e-09,0.000278242212892,0.000624185628755
182.0,0.0842105263158,0.0,0.093023255814,0.0689655172414,0.000900761242264,8.24728825671e-09,0.000274775442455,0.000631660235761
183.0,0.0842105263158,0.0,0.093023255814,0.0689655172414,0.000889256676641,9.84987776143e-09,0.000271128107264,0.000638972074021
184.0,0.105263157895,0.0,0.093023255814,0.0689655172414,0.000876739115592,1.17450707278e-08,0.000267302148883,0.00064611594136
185.0,0.105263157895,0.0,0.093023255814,0.0689655172414,0.000863250180864,1.39825235924e-08,0.000263300307806,0.00065308644955
186.0,0.105263157895,0.0,0.104651162791,0.0689655172414,0.000848835204511,1.66196017982e-08,0.00025912611937,0.000659877917044
187.0,0.105263157895,0.0,0.104651162791,0.0689655172414,0.000833542933549,1.97224469252e-08,0.000254783906042,0.000666484266077
188.0,0.105263157895,0.0,0.104651162791,0.0689655172414,0.000817425214458,2.33671693941e-08,0.000250278765687,0.000672898925609
189.0,0.105263157895,0.0,0.104651162791,0.0689655172414,0.000800536660407,2.76411779296e-08,0.00024561655552,0.000679114741599
190.0,0.105263157895,0.0,0.104651162791,0.0689655172414,0.000782934304185,3.26446573983e-08,0.000240803871469,0.000685123896008
191.0,0.105263157895,0.0,0.104651162791,0.0689655172414,0.000764677239913,3.84922069838e-08,0.000235848022774,0.000690917835917
192.0,0.105263157895,0.0,0.104651162791,0.0689655172414,0.00074582625667,4.53146509076e-08,0.000230757001694,0.000696487214054
193.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000726443467192,5.32610340218e-08,0.000225539448303,0.000701821841907
194.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000706591934784,6.25008145727e-08,0.000220204610412,0.00070691065652
195.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000686335301551,7.32262662281e-08,0.000214762298748,0.000711741701902
196.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000665737420962,8.56551010496e-08,0.000209222837603,0.000716302125845
197.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000644861997675,1.00033324451e-07,0.000203597011243,0.000720578192772
198.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000623772237406,1.16638332272e-07,0.000197896006428,0.000724555313037
199.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000602530509447,1.357822589e-07,0.000192131351494,0.000728218088933
200.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000581198024285,1.57815583828e-07,0.00018631485247,0.000731550377418
201.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000559834528539,1.83131002165e-07,0.000180458526789,0.000734535369382
202.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000538498019218,2.12167562324e-07,0.000174574535184,0.000737155685031
203.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000517244479065,2.45415071413e-07,0.000168675112381,0.000739393484767
204.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000496127634483,2.83418765721e-07,0.000162772497263,0.000741230594685
205.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000475198737297,3.26784240082e-07,0.000156878863141,0.000742648645632
206.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000454506371331,3.76182625788e-07,0.00015100624882,0.000743629224514
207.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000434096284506,4.32356002158e-07,0.000145166491111,0.000744154036383
208.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000414011246888,4.96123021724e-07,0.000139371159425,0.000744205075625
209.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000394290934891,5.68384723454e-07,0.000133631493078,0.000743764804409
210.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000374971841533,6.50130502246e-07,0.000127958341867,0.000742816336421
211.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.00035608721242,7.42444196448e-07,0.00012236211046,0.000741343623785
212.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000337667006926,8.46510248049e-07,0.000116852707072,0.000739331644966
213.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000319737883769,9.63619882824e-07,0.000111439496867,0.000736766591408
214.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000302323210011,1.09517724993e-06,0.000106131260416,0.000733636050621
215.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.00028544309235,1.2427054524e-06,0.000100936157529,0.000729929183404
216.0,0.105263157895,0.0,0.104651162791,0.0804597701149,0.000269114429358,1.40785239174e-06,9.58616966693e-05,0.000725636892966
217.0,0.105263157895,0.0,0.104651162791,0.0919540229885,0.000253350983226,1.59239634155e-06,9.09147101036e-05,0.000720751983731
